"Processo","Ementa","Autor","Relator","Tramitação","Tramitacao Interna","Dias na Comissão","Dias no Estado Atual"
"PL 658/2022","DISPÕE NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO SOBRE A AUTORIZAÇÃO A INCLUIR NO PROGRAMA DE VACINAÇÃO ANTIRRÁBICA, GRATUITA, DA CIDADE DE SÃO PAULO, AS VACINAS V10 E V4 NO COMBATE E PREVENÇÃO ÀS DOENÇAS EM ANIMAIS DOMÉSTICOS, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RICARDO TEIXEIRA (UNIÃO)Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. MAJOR PALUMBO (PP)","29/08/2025 16:30:00 - FIN  (Recebido de ADM)","21/05/2026 02:49 - Relator(a) / Assinar Relatório","267","2"
"PL 621/2022","DISPÕE SOBRE A OBRIGATORIEDADE DAS ENTIDADES QUE GERENCIAM OS CDCS (CLUBES DA COMUNIDADE) PRESTAREM CONTAS AO TRIBUNAL DE CONTAS DO MUNICÍPIO DE SÃO PAULO E À CÂMARA MUNICIPAL DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. DRA. SANDRA TADEU (PL)","Ver. SILVINHO LEITE (UNIÃO)","06/10/2025 11:28:00 - FIN  (Recebido de ADM)","20/05/2026 09:23 - Consultoria / Para análise","229","3"
"PL 617/2022","ALTERA A LEI Nº 14.485, DE 19 DE JULHO DE 2007, PARA INCLUIR A SEMANA DA CONSCIENTIZAÇÃO SOBRE A DOENÇA CELÍACA NO CALENDÁRIO DE EVENTOS DO MUNICÍPIO DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. ISAC FÉLIX (PL)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","13/08/2025 17:57:00 - FIN  (Recebido de EDUC)","20/05/2026 11:08 - Secretaria (SGP12) / Em Condição de Pauta","283","3"
"PL 592/2022","DISPÕE SOBRE A OBRIGATORIEDADE DE FIXAÇÃO DE PLACAS DE ADVERTÊNCIAS SOBRE AUTOMEDICAÇÃO EM FARMÁCIAS NO MUNICÍPIO DE SÃO PAULO","Ver. JAIR TATTO (PT)","Ver. ALESSANDRO GUEDES (PT)","08/08/2025 10:44:00 - FIN  (Recebido de SAUDE)","18/05/2026 11:43 - Secretaria (SGP12) / Em Condição de Pauta","288","5"
"PL 588/2022","ALTERA A LEI Nº 14.454, DE 27 DE JUNHO DE 2007 PARA INCLUIR A VEDAÇÃO DE DENOMINAÇÃO DE VIA OU LOGRADOURO PÚBLICO COM NOME DE CÔNJUGE, COMPANHEIRO OU PARENTE, ATÉ
 TERCEIRO GRAU, DA AUTORIDADE COMPETENTE PROPONENTE DO ATO DE DENOMINAÇÃO OU ALTERAÇÃO DE DENOMINAÇÃO, E DÁ OUTRAS PROVIDÊNCIAS","Ver. CRIS MONTEIRO (NOVO)","Ver. SILVINHO LEITE (UNIÃO)","28/03/2025 08:50:00 - FIN  (Recebido de SGP22)","15/09/2025 06:13 - Secretaria (SGP12) / Aguardando Informações do Executivo","421","250"
"PL 558/2022","DISPÕE SOBRE A CRIAÇÃO DO PRÊMIO “ALUNO NOTA DEZ”, PARA ESTUDANTES DO ENSINO FUNDAMENTAL DA REDE MUNICIPAL DE ENSINO DO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RUTE COSTA (PL)","Ver. ANA CAROLINA OLIVEIRA (PODE)","17/03/2025 17:43:00 - FIN  (Recebido de SGP22)","15/09/2025 06:13 - Secretaria (SGP12) / Aguardando Informações do Executivo","432","250"
"PL 545/2022","ALTERA A LEI Nº 10.032, DE 27 DE DEZEMBRO DE 1985, PARA DISPOR SOBRE A APRESENTAÇÃO DE RELATÓRIOS TRIMESTRAIS SOBRE O ANDAMENTO DE PROCESSOS PELO CONSELHO MUNICIPAL DE PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO, CULTURAL E AMBIENTAL DA CIDADE DE SÃO PAULO - CONPRESP, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. DRA. SANDRA TADEU (PL)","Ver. SILVINHO LEITE (UNIÃO)","08/05/2025 09:53:00 - FIN  (Recebido de ADM)","20/05/2026 09:23 - Consultoria / Para análise","380","3"
"PL 534/2022","INSTITUI NO MUNICIPIO DE SÃO PAULO O PROGRAMA DE COMBATE E CONSCIENTIZAÇÃO DA APOROFOBIA.","Ver. SIDNEY CRUZ (MDB)Ver. MANOEL DEL RIO (PT)Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. ALESSANDRO GUEDES (PT)","23/04/2026 16:39:00 - FIN  (Recebido de SAUDE)","29/04/2026 05:41 - Consultoria (CTEO.1) / Para análise","30","24"
"PL 517/2022","ALTERA A LEI Nº 12.556, DE 8 DE JANEIRO DE 1998, PARA INSTITUIR O PROGRAMA DE SAÚDE 
 ODONTOLÓGICA ESPECIAL PARA PACIENTES COM NECESSIDADES ESPECIAIS EM ATENDIMENTO DOMICILIAR (AD), AMBULATÓRIOS E CENTROS CIRÚRGICOS, EM TODAS AS COORDENADORIAS DE SAÚDE DE SÃO PAULO.","Ver. AURÉLIO NOMURA (PSD)Ver. MARCELO MESSIAS (MDB)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","13/05/2025 13:39:00 - FIN  (Recebido de SAUDE)","08/04/2026 05:43 - Relator(a) / Estudo para manifestação do relator","375","45"
"PL 514/2022","ACRESCENTA À DENOMINAÇÃO DA UNIDADE BÁSICA DE SAÚDE – UBS/AMA PARQUE DOROTEIA, O NOME OTACÍLIO MADEIRA.","Ver. SIDNEY CRUZ (MDB)","Ver. ALESSANDRO GUEDES (PT)","20/03/2026 11:53:00 - FIN  (Recebido de EDUC)","18/05/2026 11:44 - Secretaria (SGP12) / Em Condição de Pauta","64","5"
"PL 502/2022","DISPÕE SOBRE A OBRIGATORIEDADE DE COMUNICAÇÃO, POR PARTE DE INSTITUIÇÕES HOSPITALARES DO MUNICÍPIO DE SÃO PAULO, DE RECÉM-NASCIDOS COM FISSURA LABIOPALATAL ÀS INSTITUIÇÕES QUE ESPECIFICA, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RUTE COSTA (PL)","Ver. ANA CAROLINA OLIVEIRA (PODE)","08/08/2025 10:44:00 - FIN  (Recebido de SAUDE)","08/04/2026 05:43 - Consultoria (CTEO.1) / Para análise","288","45"
"PL 453/2022","INSERE INCISO III AO ART. 67 DA LEI MUNICIPAL Nº 14.660, DE 26 DE DEZEMBRO DE 2007, E DÁ OUTRAS PROVIDÊNCIAS. [PERMITE QUE SERVIDORES PERTENCENTES AO QUADRO DE APOIO À EDUCAÇÃO EXERÇAM CARGOS COMISSIONADOS NA CÂMARA MUNICIPAL DE SÃO PAULO]","Ver. PROFESSOR TONINHO VESPOLI (PSOL)Ver. KEIT LIMA (PSOL)","Ver. KEIT LIMA (PSOL)","17/03/2025 17:58:00 - FIN  (Recebido de SGP22)","26/05/2025 10:10 - Presidente da Comissão / Redesignar Relator","432","362"
"PL 418/2022","INSTITUI O PROGRAMA DE REABILITAÇÃO SOCIAL DAS PESSOAS COM DEFICIÊNCIA AUDITIVA E DÁ OUTRAS PROVIDÊNCIAS.","Ver. ANDRÉ SANTOS (REPUBLICANOS)","Ver. MARCELO MESSIAS (MDB)","15/12/2025 14:24:00 - FIN  (Recebido de SAUDE)","14/05/2026 04:08 - Relator(a) / Estudo para manifestação do relator","159","9"
"PL 369/2022","CRIA O PROGRAMA DE ALFABETIZAÇÃO DIGITAL DA TERCEIRA IDADE.","Ver. ANDRÉ SANTOS (REPUBLICANOS)","Ver. ANA CAROLINA OLIVEIRA (PODE)","08/08/2025 10:44:00 - FIN  (Recebido de SAUDE)","19/03/2026 02:28 - Relator(a) / Estudo para manifestação do relator","288","65"
"PL 333/2022","CONSIDERA COMO LICENÇA POR ACIDENTE DE TRABALHO/DOENÇA PROFISSIONAL, NA FORMA DO ARTIGO 160 DA LEI 8989/79, O PERÍODO DE AFASTAMENTO PARA TRATAMENTO DA SAÚDE DO SERVIDOR DA GUARDA CIVIL METROPOLITANA EM RAZÃO DE INFECÇÃO POR COVID19, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. KEIT LIMA (PSOL)","08/08/2025 10:44:00 - FIN  (Recebido de SAUDE)","19/03/2026 02:34 - Relator(a) / Estudo para manifestação do relator","288","65"
"PL 310/2022","PROÍBE  A  OFERTA  E/OU  CONTRATAÇÃO DE  EMPRÉSTIMO  OU  FINANCIAMENTO PARA APOSENTADOS E PENSIONISTAS, POR MEIO DE LIGAÇÃO TELEFÔNICA.","Ver. JAIR TATTO (PT)","Ver. ALESSANDRO GUEDES (PT)","17/03/2025 17:58:00 - FIN  (Recebido de SGP22)","18/05/2026 11:42 - Secretaria (SGP12) / Em Condição de Pauta","432","5"
"PL 275/2022","PREVÊ VALIDADE INDETERMINADA A LAUDO QUE ATESTE DEFICIÊNCIA PERMANENTE PARA FINS DE UTILIZAÇÃO DE SERVIÇOS E BENEFÍCIOS DE SAÚDE E ASSISTÊNCIA SOCIAL NO MUNICÍPIO DE SÃO PAULO.","Ver. SIDNEY CRUZ (MDB)Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. KEIT LIMA (PSOL)","08/05/2025 18:23:00 - FIN  (Recebido de SGP22)","12/03/2026 04:01 - Relator(a) / Assinar Relatório","380","72"
"PL 264/2022","INSTITUI DIRETRIZES PARA O APOIO MÉDICO E PSICOLÓGICO AOS SERVIDORES DA DEFESA CIVIL MUNICIPAL, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. JAIR TATTO (PT)","Ver. KEIT LIMA (PSOL)","10/11/2025 11:44:00 - FIN  (Recebido de SAUDE)","16/04/2026 03:24 - Relator(a) / Estudo para manifestação do relator","194","37"
"PL 260/2022","DISPÕE SOBRE A IMPLEMENTAÇÃO DO “PROGRAMA DE ACOLHIMENTO ÀS PESSOAS EM PUERPÉRIO” NO ÂMBITO DA REDE MUNICIPAL DE SAÚDE DE SÃO
 PAULO.","Ver. SILVIA DA BANCADA FEMINISTA (PSOL)","Ver. KEIT LIMA (PSOL)","23/04/2026 16:39:00 - FIN  (Recebido de SAUDE)","27/04/2026 04:37 - Consultoria (CTEO.1) / Para análise","30","26"
"PL 211/2022","ALTERA A LEI MUNICIPAL Nº 17.675, DE 08 DE OUTUBRO DE 2021, E DÁ OUTRAS PROVIDÊNCIAS. (MODIFICA CRITÉRIOS PARA INDICAÇÃO DE LOCAL DE LOTAÇÃO DE SERVIDOR PÚBLICO)","Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. KEIT LIMA (PSOL)","17/03/2025 19:14:00 - FIN  (Recebido de SGP22)","12/03/2026 04:03 - Relator(a) / Assinar Relatório","432","72"
"PL 156/2022","CONCEDE ISENÇÃO DO IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA – ISS PARA OS ENTES PARAESTATAIS QUE CELEBRARAM CONTRATO DE GESTÃO OU TERMO DE PARCERIA COM O MUNICÍPIO DE SÃO
 PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. FERNANDO HOLIDAY (PL)","Ver. SILVINHO LEITE (UNIÃO)","17/03/2025 19:14:00 - FIN  (Recebido de SGP22)","06/06/2025 04:49 - Secretaria (SGP12) / Aguardando Elaboração do Ofício SGP-12","432","351"
"PL 151/2022","DISPÕE SOBRE A ISENÇÃO NO PAGAMENTO DE TARIFA NO TRANSPORTE COLETIVO DE ÔNIBUS ÀS PESSOAS COM A DOENÇA FALCIFORME, NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. EDIR SALES (PSD)","Ver. MARCELO MESSIAS (MDB)","17/03/2025 19:36:00 - FIN  (Recebido de SGP22)","30/04/2026 04:13 - Relator(a) / Estudo para manifestação do relator","432","23"
"PL 84/2022","""CRIA A OBRIGATORIEDADE DE IMPLANTE DE CHIPS DE IDENTIFICAÇÃO EM CÃES E GATOS DOADOS OU VENDIDOS NO MUNICÍPIO DE SÃO PAULO.""","Ver. DRA. SANDRA TADEU (PL)","Ver. ANA CAROLINA OLIVEIRA (PODE)","15/10/2025 14:53:00 - FIN  (Recebido de ECON)","16/04/2026 03:26 - Relator(a) / Estudo para manifestação do relator","220","37"
"PL 41/2022","INSTITUI A POLÍTICA MUNICIPAL DE COMBATE COMUNITÁRIO À VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER, ESTABELECE DIRETRIZES E DÁ OUTRAS PROVIDÊNCIAS.","Ver. ISAC FÉLIX (PL)Ver. CAMILO CRISTÓFARO (AVANTE)Ver. THAMMY MIRANDA (PSD)","Ver. ANA CAROLINA OLIVEIRA (PODE)","07/04/2026 18:47:00 - FIN  (Recebido de SAUDE)","07/04/2026 06:47 - Presidente da Comissão / Designar Relator","46","46"
"PL 37/2022","DISPÕE SOBRE A DESTINAÇÃO ÀS MULHERES VÍTIMAS DE VIOLÊNCIA DOMÉSTICA, DE 5% DAS UNIDADES DE PROGRAMAS DE LOTEAMENTOS SOCIAIS E DE HABITAÇÃO POPULAR.","Ver. ISAC FÉLIX (PL)Ver. KEIT LIMA (PSOL)","Ver. ANA CAROLINA OLIVEIRA (PODE)","13/10/2025 14:56:00 - FIN  (Recebido de SAUDE)","22/04/2026 03:17 - Relator(a) / Estudo para manifestação do relator","222","31"
"PL 838/2021","ALTERA A LEI Nº 14.485, DE 19 DE JULHO DE 2007, PARA INCLUIR NO CALENDÁRIO OFICIAL DE EVENTOS DA CIDADE DE SÃO PAULO, O “ANIVERSÁRIO DO BAIRRO DE PEDREIRA”, A SER COMEMORADO ANUALMENTE NO DIA 31 DE OUTUBRO, E DÁ OUTRAS PROVIDENCIAS.","Ver. SIDNEY CRUZ (MDB)Ver. SANSÃO PEREIRA (REPUBLICANOS)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","17/03/2025 19:46:00 - FIN  (Recebido de SGP22)","20/05/2026 11:08 - Secretaria (SGP12) / Em Condição de Pauta","432","3"
"PL 832/2021","INSTITUI O PROGRAMA “RESPEITO TEM NOME” VOLTADO À PROMOÇÃO DA CIDADANIA DE PESSOAS TRANS E TRAVESTIS NO MUNICÍPIO DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. ERIKA HILTON (PSOL)Ver. EDUARDO MATARAZZO SUPLICY (PT)Ver. LUNA ZARATTINI (PT)","Ver. KEIT LIMA (PSOL)","15/08/2025 11:34:00 - FIN  (Recebido de SAUDE)","08/04/2026 05:43 - Relator(a) / Estudo para manifestação do relator","281","45"
"PL 780/2021","ALTERA A LEI Nº 15.939, DE 23 DE DEZEMBRO DE 2013, PARA ESTABELECER O CHAMAMENTO MÍNIMO DE 20% DOS CANDIDATOS NEGROS, NEGRAS E AFRODESCENDENTES","Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. KEIT LIMA (PSOL)","25/08/2025 18:57:00 - FIN  (Recebido de SAUDE)","19/03/2026 02:39 - Relator(a) / Estudo para manifestação do relator","271","65"
"PL 764/2021","INSTITUI A OBRIGATORIEDADE DOS ESTABELECIMENTOS COMERCIAIS REALIZAREM FORMAÇÃO DE COMBATE AO RACISMO PARA EMPREGADOS E EQUIPES DE SEGURANÇA PRIVADA, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. LUANA ALVES (PSOL)","Ver. KEIT LIMA (PSOL)","08/08/2025 10:44:00 - FIN  (Recebido de SAUDE)","19/03/2026 02:42 - Relator(a) / Estudo para manifestação do relator","288","65"
"PL 739/2021","DENOMINA PRAÇA VISTA VERDE, O LOGRADOURO PÚBLICO INOMINADO, LOCALIZADO NA RUA DESEMBARGADOR MANOEL CARLOS DA COSTA LEITE, 47 - CONJ. RES. VISTA VERDE – SUBPREFEITURA DE PIRITUBA.","Ver. ELISEU GABRIEL (PSB)","Ver. ALESSANDRO GUEDES (PT)","13/08/2025 17:57:00 - FIN  (Recebido de EDUC)","18/05/2026 11:41 - Secretaria (SGP12) / Em Condição de Pauta","283","5"
"PL 702/2021","DISPÕE SOBRE A INSTITUIÇÃO DO CIRCUITO CULTURAL, GASTRONÔMICO, TURÍSTICO E DE LAZER LAPAPACAEMBU E DÁ PROVIDÊNCIAS CORRELATAS.","Ver. SANDRA SANTANA (MDB)Ver. RODRIGO GOULART (PSD)Ver. DRA. SANDRA TADEU (PL)Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. GILBERTO NASCIMENTO (PL)","19/12/2025 13:17:00 - FIN  (Recebido de EDUC)","08/04/2026 05:43 - Consultoria (CTEO.1) / Para análise","155","45"
"PL 662/2021","INSTITUI NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO O PROGRAMA DE SAÚDE “CUIDANDO DE QUEM CUIDA ”, CRIA A CARTEIRA DE IDENTIFICAÇÃO DO CUIDADOR, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. KEIT LIMA (PSOL)","15/08/2025 11:34:00 - FIN  (Recebido de SAUDE)","19/03/2026 02:43 - Relator(a) / Estudo para manifestação do relator","281","65"
"PL 661/2021","INSTITUI POLÍTICAS SOCIAIS PARA A SAÚDE DOS CADEIRANTES COM RETENÇÃO URINÁRIA DE LESÃO MEDULAR, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. EDIR SALES (PSD)","Ver. MARCELO MESSIAS (MDB)","17/03/2025 19:46:00 - FIN  (Recebido de SGP22)","08/04/2026 05:43 - Relator(a) / Estudo para manifestação do relator","432","45"
"PL 633/2021","DISPÕE SOBRE A CRIAÇÃO E ATRIBUIÇÕES DA EQUIPE TÉCNICA MULTIDISCIPLINAR DO CONSELHO TUTELAR E DÁ OUTRAS PROVIDENCIAS","Ver. DRA. SANDRA TADEU (PL)Ver. KEIT LIMA (PSOL)Ver. SILVINHO LEITE (UNIÃO)","Ver. MARCELO MESSIAS (MDB)","13/10/2025 14:56:00 - FIN  (Recebido de SAUDE)","29/04/2026 02:52 - Secretaria (SGP12) / Aguardando Notas Taquigráficas (Audiência realizada)","222","24"
"PL 605/2021","INSTITUI A UTILIZAÇÃO DE PULSEIRA OU CARTÃO COM QRCODE PARA IDENTIFICAÇÃO DE IDOSOS, DEFICIENTES FÍSICOS, PORTADORES DE PATOLOGIAS MENTAIS, IMUNODEFICIÊNCIAS E DISTÚRBIOS HORMONAIS E METABÓLICOS NO MUNICÍPIO DE SÃO PAULO","Ver. SIDNEY CRUZ (MDB)Ver. MARCELO MESSIAS (MDB)","Ver. MAJOR PALUMBO (PP)","23/04/2026 16:39:00 - FIN  (Recebido de SAUDE)","29/04/2026 05:58 - Consultoria (CTEO.1) / Para análise","30","24"
"PL 591/2021","DISPÕE SOBRE A IMPLEMENTAÇÃO DE CAPACITAÇÃO ANUAL PARA PROFISSIONAIS DA SAÚDE EM SAÚDE INTEGRAL DE MULHERES LÉSBICAS E BISSEXUAIS.","Ver. LUANA ALVES (PSOL)Ver. KEIT LIMA (PSOL)","","21/05/2026 14:46:00 - FIN  (Recebido de SAUDE)","21/05/2026 02:46 - Presidente da Comissão / Designar Relator","2","2"
"PL 584/2021","DISPÕE SOBRE A FORMA DE PUBLICIDADE DOS PREÇOS NOS POSTOS DE COMBUSTÍVEIS E DÁ OUTRAS PROVIDÊNCIAS.","Ver. GILSON BARRETO (MDB)Ver. DRA. SANDRA TADEU (PL)","Ver. MARCELO MESSIAS (MDB)","11/08/2025 11:15:00 - FIN  (Recebido de ECON)","19/03/2026 02:47 - Relator(a) / Estudo para manifestação do relator","285","65"
"PL 573/2021","AUTORIZA O PODER EXECUTIVO A IMPLEMENTAR O SISTEMA DE GESTÃO COMPARTILHADA EM ESCOLAS DE ENSINO FUNDAMENTAL E MÉDIO DA REDE PÚBLICA MUNICIPAL DE ENSINO EM PARCERIA COM ORGANIZAÇÕES DA SOCIEDADE CIVIL SEM FINS LUCRATIVOS E DÁ OUTRAS PROVIDÊNCIAS.","Ver. CRIS MONTEIRO (NOVO)Ver. RUBINHO NUNES (UNIÃO)Ver. FERNANDO HOLIDAY (PL)","Ver. MARCELO MESSIAS (MDB)","17/03/2025 19:46:00 - FIN  (Recebido de SGP22)","12/03/2026 04:13 - Relator(a) / Assinar Relatório","432","72"
"PL 571/2021","DISPÕE SOBRE A PROTEÇÃO DA SAÚDE E INCENTIVO ÀS PESQUISAS CIENTÍFICAS COM A “CANNABIS MEDICINAL” E À DIFUSÃO DE INFORMAÇÃO ACERCA DO ASSUNTO, COM O OBJETIVO DE GARANTIR SUPORTE INSTITUCIONAL E ORIENTAÇÃO PARA PACIENTES E SEUS FAMILIARES.","Ver. JANAÍNA LIMA (PP)Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. KEIT LIMA (PSOL)","13/10/2025 14:56:00 - FIN  (Recebido de SAUDE)","30/04/2026 04:15 - Relator(a) / Estudo para manifestação do relator","222","23"
"PL 569/2021","INSTITUI A POLÍTICA MUNICIPAL DE FORNECIMENTO DE MEDICAMENTOS FORMULADOS À BASE DE CANABIDIOL, EM ASSOCIAÇÃO COM OUTRAS SUBSTÂNCIAS CANABINÓIDES, INCLUINDO O TETRAHIDROCANABIDIOL, EM CARÁTER EXCEPCIONAL PELO PODER EXECUTIVO NAS UNIDADES DE SAÚDE PÚBLICA MUNICIPAL E PRIVADA CONVENIADA AO SISTEMA ÚNICO DE SAÚDE - SUS, GARANTINDO O TRATAMENTO AOS PACIENTES QUE COMPROVADAMENTE TERÃO SUAS CONSEQUÊNCIAS CLÍNICAS E SOCIAIS DESSAS PATOLOGIAS DIMINUÍDAS COM O USO DESSES MEDICAMENTOS.","Ver. JANAÍNA LIMA (PP)Ver. PROFESSOR TONINHO VESPOLI (PSOL)Ver. MARCELO MESSIAS (MDB)Ver. DANIEL ANNENBERG (PSB)Ver. DR. ADRIANO SANTOS (PT)","Ver. KEIT LIMA (PSOL)","08/08/2025 10:44:00 - FIN  (Recebido de SAUDE)","12/03/2026 04:16 - Relator(a) / Assinar Relatório","288","72"
"PL 558/2021","CRIA O PROGRAMA AMBULATORIAL DE FISIOTERAPIA RESPIRATÓRIA PARA TRATAR SEQUELAS RESPIRATÓRIAS DOS PACIENTES QUE TIVERAM COVID-19 E DÁ OUTRAS PROVIDÊNCIAS.","Ver. MARCELO MESSIAS (MDB)","Ver. GILBERTO NASCIMENTO (PL)","17/03/2025 19:46:00 - FIN  (Recebido de SGP22)","30/04/2026 04:18 - Relator(a) / Estudo para manifestação do relator","432","23"
"PL 529/2021","ALTERA A LEI Nº 14.485 DE 19 DE JULHO DE 2007 PARA INCLUIR NO CALENDÁRIO DA CIDADE DE SÃO PAULO A SEMANA DA CONSCIENTIZAÇÃO SOBRE A IMPORTÂNCIA DA FAMÍLIA TRADICIONAL SP, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. SANSÃO PEREIRA (REPUBLICANOS)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","17/03/2025 16:16:00 - FIN  (Recebido de SGP22)","16/03/2026 05:48 - Secretaria (SGP12) / Retirado de pauta","432","68"
"PL 455/2021","ALTERA A LEI Nº 15.442 DE 2011, PARA INCLUIR DISPOSITIVO PARA ASSEGURAR O USO EXCLUSIVO DE PEDESTRES EM CALÇADAS E VIAS DE PASSEIO PÚBLICO E, DÁ OUTRAS PROVIDÊNCIAS.","Ver. SIDNEY CRUZ (MDB)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","02/02/2026 13:55:00 - FIN  (Recebido de ECON)","21/05/2026 02:52 - Relator(a) / Assinar Relatório","110","2"
"PL 415/2021","INSTITUI NO MUNICÍPIO A POSSIBILIDADE E O DIREITO AOS MUNÍCIPES DE ACESSO A MEIOS E FORMAS DE PAGAMENTO DIGITAIS PARA QUITAÇÃO DE DÉBITOS DE NATUREZA TRIBUTÁRIA E NÃO TRIBUTÁRIA, COMO PIX E OPERAÇÕES DE CARTÃO DE DÉBITO E CRÉDITO.","Ver. RUBINHO NUNES (UNIÃO)","Ver. SILVINHO LEITE (UNIÃO)","29/09/2025 16:12:00 - FIN  (Recebido de ADM)","29/04/2026 02:52 - Secretaria (SGP12) / Aguardando Notas Taquigráficas (Audiência realizada)","236","24"
"PL 371/2021","“ALTERA A LEI Nº 13.766, DE 21 DE JANEIRO DE 2004, A FIM DE ESTENDER ININTERRUPTAMENTE O SERVIÇO DO HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL AOS FILHOS DOS SERVIDORES QUE
 TENHAM INICIADO TRATAMENTO ANTES DOS 18 ANOS ATÉ SEU RESPECTIVO TÉRMINO OU A COMPLETUDE DE SEUS 21 OU, CASO MATRICULADOS EM INSTITUIÇÕES DE ENSINO SUPERIOR, 24 ANOS”.","Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. KEIT LIMA (PSOL)","25/08/2025 18:57:00 - FIN  (Recebido de SAUDE)","19/03/2026 02:49 - Relator(a) / Estudo para manifestação do relator","271","65"
"PL 369/2021","ALTERA A LEI MUNICIPAL 16.311 DE 12 DE NOVEMBRO DE 2015 QUE DISPÕE SOBRE A ATIVIDADE DE FRETAMENTO NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RUBINHO NUNES (UNIÃO)","Ver. SILVINHO LEITE (UNIÃO)","08/08/2025 10:44:00 - FIN  (Recebido de SAUDE)","20/05/2026 09:23 - Consultoria / Para análise","288","3"
"PL 359/2021","ALTERA O PARÁGRAFO ÚNICO DO ARTIGO 4º DA LEI Nº 16.050, DE 31 DE JULHO DE 2014 E DÁ OUTRAS PROVIDÊNCIAS (REF. ADIAMENTO DO PRAZO PARA ENCAMINHAMENTO DE PROPOSTA DE REVISÃO DO PLANO DIRETOR).","Ver. ELISEU GABRIEL (PSB)","Ver. SILVINHO LEITE (UNIÃO)","25/04/2025 08:53:00 - FIN  (Recebido de URB)","20/05/2026 11:15 - Consultoria / Para análise","393","3"
"PL 327/2021","INSTITUI A CAMPANHA INFORMATIVA PARA EMPRESAS SOBRE EPILEPSIA É DÁ OUTRAS PROVIDÊNCIAS.","Ver. CRIS MONTEIRO (NOVO)Ver. DANIEL ANNENBERG (PSB)","Ver. GILBERTO NASCIMENTO (PL)","17/03/2025 16:16:00 - FIN  (Recebido de SGP22)","08/04/2026 06:24 - Relator(a) / Estudo para manifestação do relator","432","45"
"PL 273/2021","DENOMINA “PRAÇA DONA EVA ANGELICAL RAMOS GONÇALVES” A PRAÇA INOMINADA, LOCALIZADA ENTRE A RUA GIOVANNI NASCO NA COORDENADA GEOGRÁFICA 23°36'17.1""S 46°29'56.0""W, E A RUA GIOVANNI NASCO NA COORDENADA GEOGRÁFICA 23°36'22.5""S 46°29'56.5""W, NO BAIRRO TEOTÔNIO VILELA NA SUBPREFEITURA DE SAPOPEMBA, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. KEIT LIMA (PSOL)","13/08/2025 17:57:00 - FIN  (Recebido de EDUC)","21/05/2026 01:08 - Secretaria (SGP12) / Em Condição de Pauta","283","2"
