"Processo","Ementa","Autor","Relator","Tramitação","Tramitacao Interna","Dias na Comissão","Dias no Estado Atual"
"PL 180/2019","ACRESCENTA O ART. 12-A A LEI N° 14.223, DE 26 DE SETEMBRO DE 2006, QUE DISPÕE SOBRE A ORDENAÇÃO DOS ELEMENTOS QUE COMPÕEM A PAISAGEM URBANA DO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RICARDO NUNES (MDB)Ver. MARCELO MESSIAS (MDB)","Ver. ALESSANDRO GUEDES (PT)","11/12/2025 10:49:00 - FIN  (Recebido de ECON)","08/04/2026 06:19 - Consultoria (CTEO.1) / Para análise","163","45"
"PL 83/2019","CRIA O PROGRAMA SÓCIO-EDUCACIONAL JEPOM – JOVENS NO EXERCÍCIO DO PROGRAMA DE ORIENTAÇÃO MUNICIPAL E AUTORIZA O PODER EXECUTIVO A CELEBRAR CONVÊNIOS COM ENTIDADES PARTICULARES, VISANDO À SUA CONSECUÇÃO NO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. GILBERTO NASCIMENTO (PL)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","15/03/2025 06:40:00 - FIN  (Recebido de SGP22)","21/05/2026 03:42 - Relator(a) / Assinar Relatório","434","2"
"PL 24/2019","INSTITUI O PROGRAMA DE SAÚDE OCULAR PARA ALUNOS DA REDE MUNICIPAL DE ENSINO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. PAULO FRANGE (MDB)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","15/03/2025 06:40:00 - FIN  (Recebido de SGP22)","21/05/2026 03:44 - Relator(a) / Assinar Relatório","434","2"
"PLO 6/2019","ADICIONA O § 4º AO ARTIGO 133 DA LEI ORGÂNICA DO MUNICÍPIO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. REIS (PT)Ver. JOÃO ANANIAS (PT)","Ver. KEIT LIMA (PSOL)","14/03/2025 14:08:00 - FIN  (Recebido de SGP22)","08/04/2026 06:19 - Relator(a) / Estudo para manifestação do relator","435","45"
"PL 2/2019","INSTITUI NORMAS SOBRE A COLETA, RECICLAGEM, TRATAMENTO E DISPOSIÇÃO FINAL DE RESÍDUO TECNOLÓGICO NO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RICARDO TEIXEIRA (UNIÃO)","Ver. ROBERTO TRÍPOLI (PV)","09/04/2026 11:30:00 - FIN  (Recebido de SGP12)","09/04/2026 11:35 - Secretaria (SGP12)","44","44"
"PL 621/2018","DISPÕE SOBRE A COLOCAÇÃO DO NÚMERO DE TELEFONE DA OUVIDORIA DA GUARDA CIVIL METROPOLITANA – GCM EM SUAS VIATURAS, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. SÂMIA BOMFIM (PSOL)Ver. EDUARDO MATARAZZO SUPLICY (PT)Ver. CELSO GIANNAZI (PSOL)Ver. PROFESSOR TONINHO VESPOLI (PSOL)Ver. JULIANA CARDOSO (PT)Ver. MARIO COVAS NETO (PODE)Ver. JAIR TATTO (PT)Ver. SILVIA DA BANCADA FEMINISTA (PSOL)Ver. LUNA ZARATTINI (PT)","Ver. MAJOR PALUMBO (PP)","14/03/2025 14:08:00 - FIN  (Recebido de SGP22)","27/04/2026 11:10 - Secretaria (SGP12) / Retirado de pauta","435","26"
"PL 597/2018","INSTITUI NO MUNICÍPIO DE SÃO PAULO O PROGRAMA “LIVRARIA CIDADÃ” E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RUTE COSTA (PL)Ver. FERNANDO HOLIDAY (PL)","Ver. ANA CAROLINA OLIVEIRA (PODE)","14/03/2025 14:08:00 - FIN  (Recebido de SGP22)","22/05/2025 05:08 - Relator(a) / Estudo para manifestação do relator","435","366"
"PL 532/2018","AUTORIZA O PODER EXECUTIVO MUNICIPAL A ESTABELECER DIRETRIZES PARA A POLÍTICA PÚBLICA MUNICIPAL DE PROTEÇÃO, INCLUSÃO E ACOMPANHAMENTO EDUCACIONAL DOS ALUNOS COM EPILEPSIA NA REDE MUNICIPAL DE EDUCAÇÃO DA CIDADE DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. GILBERTO NATALINI (S/PARTIDO)Ver. DANIEL ANNENBERG (PSB)Ver. AURÉLIO NOMURA (PSD)Ver. CRIS MONTEIRO (NOVO)","Ver. GILBERTO NASCIMENTO (PL)","13/05/2025 13:39:00 - FIN  (Recebido de SAUDE)","08/04/2026 06:19 - Relator(a) / Estudo para manifestação do relator","375","45"
"PL 432/2018","REVOGA O INCISO II DO ARTIGO 9º DA LEI 16.703 DE 2017 E DÁ OUTRAS PROVIDÊNCIAS.","Ver. DRA. SANDRA TADEU (PL)","Ver. MARCELO MESSIAS (MDB)","14/03/2025 14:08:00 - FIN  (Recebido de SGP22)","12/02/2026 01:50 - Consultoria / Para análise","435","100"
"PL 418/2018","INSTITUI NO ÂMBITO DO SISTEMA DE ENSINO DO MUNICÍPIO DE SÃO PAULO O PROGRAMA EDUCAÇÃO DEMOCRÁTICA E EMANCIPATÓRIA.","Ver. ANTONIO DONATO (PT)Ver. JAIR TATTO (PT)Ver. PROFESSOR TONINHO VESPOLI (PSOL)Ver. LUNA ZARATTINI (PT)","Ver. ALESSANDRO GUEDES (PT)","14/03/2025 13:53:00 - FIN  (Recebido de SGP22)","29/04/2026 01:37 - Consultoria (CTEO.1) / Elaborar Minuta de Relatório","435","24"
"PL 347/2018","AUTORIZA O EXECUTIVO A CELEBRAR CONVÊNIO COM CURSOS PRÉ-VESTIBULAR, VISANDO À IMPLANTAÇÃO DO PROGRAMA MAIS-VESTIBULAR, JUNTO A ALUNOS DO ENSINO MÉDIO DE ESCOLAS MUNICIPAIS E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RUTE COSTA (PL)Ver. CORONEL SALLES (PSD)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","14/03/2025 13:53:00 - FIN  (Recebido de SGP22)","07/05/2026 04:44 - Relator(a) / Estudo para manifestação do relator","435","16"
"PL 238/2018","ESTABELECE DIRETRIZES PARA A INSTITUIÇÃO DO PROGRAMA RECREIO NAS FÉRIAS.","Ver. ARSELINO TATTO (PT)Ver. GILBERTO NASCIMENTO (PL)","Ver. ANA CAROLINA OLIVEIRA (PODE)","14/03/2025 13:53:00 - FIN  (Recebido de SGP22)","07/05/2026 04:56 - Relator(a) / Estudo para manifestação do relator","435","16"
"PL 235/2018","ALTERA O ARTIGO 45 DA LEI 16.693-17 E DÁ OUTRAS PROVIDÊNCIAS.","Ver. DRA. SANDRA TADEU (PL)","Ver. SILVINHO LEITE (UNIÃO)","14/03/2025 13:53:00 - FIN  (Recebido de SGP22)","24/11/2025 04:09 - Consultoria (CTEO.1) / Elaborar Minuta de Relatório","435","180"
"PL 44/2018","DISPÕE DA PROIBIÇÃO DE USO DE APARELHOS ELETRÔNICOS , CELULARES, TABLETS , SMARTPHONES E CONGÊNERES POR SERVIDORES PÚBLICOS MUNICIPAIS EM UNIDADES DE SAÚDE NO MUNICÍPIO DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. JAIR TATTO (PT)","Ver. SILVINHO LEITE (UNIÃO)","14/03/2025 13:52:00 - FIN  (Recebido de SGP22)","08/04/2026 06:19 - Consultoria (CTEO.1) / Para análise","435","45"
"PL 10/2018","DETERMINA QUE AS INSTITUIÇÕES DE ENSINO PÚBLICO OU PRIVADA NO MUNICÍPIO DE SÃO PAULO POSSUA FUNCIONÁRIO HABILITADO COM O CURSO DE PRIMEIRO SOCORROS.","Ver. RINALDI DIGILIO (UNIÃO)Ver. GILBERTO NASCIMENTO (PL)","Ver. MARCELO MESSIAS (MDB)","14/03/2025 13:52:00 - FIN  (Recebido de SGP22)","08/04/2026 06:32 - Relator(a) / Estudo para manifestação do relator","435","45"
"PL 816/2017","DISPÕE SOBRE A OBRIGATORIEDADE DE NOTIFICAÇÃO AOS PAIS OU RESPONSÁVEIS SOBRE A REALIZAÇÃO DE QUALQUER ATIVIDADE DENTRO OU FORA DO ESTABELECIMENTO DE ENSINO, SUA NATUREZA, SUA CORRELAÇÃO COM A BASE NACIONAL CURRICULAR COMUM E SEU OBJETIVO DIDÁTICO PEDAGÓGICO.","Ver. GILBERTO NASCIMENTO (PL)","Ver. ANA CAROLINA OLIVEIRA (PODE)","14/03/2025 13:32:00 - FIN  (Recebido de SGP22)","22/04/2026 05:41 - Relator(a) / Estudo para manifestação do relator","435","31"
"PL 755/2017","DÁ NOVA REDAÇÃO AO ART. 5º DA LEI 14.933 DE 5 DE JUNHO DE 2009.
 (INSTITUI A POLÍTICA DE MUDANÇA DO CLIMA NO MUNICÍPIO DE SÃO PAULO).","Ver. GILBERTO NATALINI (S/PARTIDO)Ver. AURÉLIO NOMURA (PSD)Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","14/03/2025 13:31:00 - FIN  (Recebido de SGP22)","25/03/2026 03:11 - Presidente da Comissão / Assinar Pedido de Informação ao Executivo","435","59"
"PL 750/2017","DISPÕE SOBRE A APLICAÇÃO DE MULTA PARA POLUIÇÃO SONORA DE ALARMES EM VEÍCULOS AUTOMOTORES ESTACIONADOS EM VIAS PÚBLICAS DA OUTRAS PROVIDÊNCIAS.","Ver. RUTE COSTA (PL)","Ver. ISAC FÉLIX (PL)","09/04/2026 11:30:00 - FIN  (Recebido de SGP12)","09/04/2026 11:35 - Secretaria (SGP12)","44","44"
"PL 731/2017","ESTABELECE A OBRIGATORIEDADE DE ARBORIZAÇÃO DE ESTACIONAMENTOS A CÉU ABERTO , FUNCIONANDO DIRETAMENTE SOBRE A SUPERFÍCIE DO SOLO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. GILBERTO NATALINI (S/PARTIDO)Ver. AURÉLIO NOMURA (PSD)Ver. ELY TERUEL (MDB)Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","14/03/2025 13:31:00 - FIN  (Recebido de SGP22)","25/03/2026 03:11 - Presidente da Comissão / Assinar Pedido de Informação ao Executivo","435","59"
"PL 671/2017","DISPÕE SOBRE A CRIAÇÃO E IMPLANTAÇÃO DO HOSPITAL VETERINÁRIO MUNICIPAL DO ITAIM PAULISTA.","Ver. EDIR SALES (PSD)Ver. RODRIGO GOULART (PSD)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","14/03/2025 13:31:00 - FIN  (Recebido de SGP22)","25/03/2026 03:08 - Presidente da Comissão / Assinar Pedido de Informação ao Executivo","435","59"
"PL 619/2017","ALTERA A REDAÇÃO DA LEI Nº 11.154, DE 30 DE DEZEMBRO DE 1991, QUE DISPÕE SOBRE O IMPOSTO SOBRE TRANSMISSÃO DE BENS “INTER VIVOS”, COM AS ALTERAÇÕES POSTERIORES, PARA CONCEDER ISENÇÃO EM CASO DE REGULARIZAÇÃO FUNDIÁRIA, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. KEIT LIMA (PSOL)","14/03/2025 13:31:00 - FIN  (Recebido de SGP22)","21/05/2026 01:13 - Secretaria (SGP12) / Em Condição de Pauta","435","2"
"PL 593/2017","ACRESCE O INCISO XIV AO ARTIGO 7º DA LEI 14.223 DE 26 DE SETEMBRO DE 2006 E DÁ OUTRAS PROVIDÊNCIAS. [ALTERA A LEI DA CIDADE LIMPA PARA NÃO CONSIDERAR ANÚNCIO NOMES, SÍMBOLOS, LOGOTIPOS OU LOGOMARCAS DE TEMPLOS OU LOCAIS DE CULTO RELIGIOSO DE QUALQUER CRENÇA.]","Ver. GILBERTO NASCIMENTO (PL)Ver. ANDRÉ SANTOS (REPUBLICANOS)","Ver. KEIT LIMA (PSOL)","14/03/2025 13:31:00 - FIN  (Recebido de SGP22)","09/04/2026 04:52 - Relator(a) / Estudo para manifestação do relator","435","44"
"PL 511/2017","DISPÕE SOBRE A OBRIGATORIEDADE DA REDE PÚBLICA E PRIVADA DE SAÚDE, A OFERECER LEITO SEPARADO PARA AS MÃES DE NATIMORTO E/OU MÃES COM ÓBITO FETAL, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. CLAUDINHO DE SOUZA (PODE)Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. GILBERTO NASCIMENTO (PL)","14/03/2025 13:31:00 - FIN  (Recebido de SGP22)","08/04/2026 06:19 - Relator(a) / Estudo para manifestação do relator","435","45"
"PL 428/2017","INSTITUI A GRATUIDADE DO TRANSPORTE COLETIVO URBANO MUNICIPAL AOS MUNÍCIPES COM EXAME OU CONSULTA MÉDICA FIXADO PELO SISTEMA ÚNICO DE SAÚDE - SUS.","Ver. RUTE COSTA (PL)","Ver. MARCELO MESSIAS (MDB)","05/09/2025 12:11:00 - FIN  (Recebido de SAUDE)","19/03/2026 03:05 - Relator(a) / Estudo para manifestação do relator","260","65"
"PL 112/2017","DISPÕE SOBRE A ALTERAÇÃO DA LEI MUNICIPAL Nº 16.271, DE 17 DE SETEMBRO DE 2015 (PLANO MUNICIPAL DE ENSINO), COM A INCLUSÃO DE INCISOS NO ART. 2º, E ALTERAÇÃO DO ART. 7º, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RUTE COSTA (PL)","Ver. KEIT LIMA (PSOL)","14/03/2025 13:31:00 - FIN  (Recebido de SGP22)","09/04/2026 04:52 - Consultoria (CTEO.1) / Para análise","435","44"
"PL 551/2016","INSTITUI O FÓRUM MUNICIPAL DE EDUCAÇÃO DO MUNICÍPIO DE SÃO PAULO.","Executivo - FERNANDO HADDAD","Ver. ATÍLIO FRANCISCO (REPUBLICANOS)","09/11/2018 15:57:00 - FIN  (Recebido de EDUC)","12/08/2025 12:39 - Presidente da Comissão / Designar Relator","2752","284"
"PL 314/2016","ALTERA O ARTIGO 148 DA LEI Nº 16402, DE 22 DE MARÇO DE 2016, QUE DISCIPLINA O PARCELAMENTO, O USO E A OCUPAÇÃO DO SOLO NO MUNICÍPIO DE SÃO PAULO, DE ACORDO COM A LEI Nº 16.050, DE 31 DE JULHO DE 2014 - PLANO DIRETOR ESTRATÉGICO (PDE), PARA FIXAR NOVOS VALORES PARA AS MULTAS POR INFRAÇÃO AOS PARÂMETROS DE INCOMODIDADE, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. DRA. SANDRA TADEU (PL)","Ver. MARCELO MESSIAS (MDB)","14/03/2025 10:05:00 - FIN  (Recebido de SGP22)","15/05/2025 05:19 - Relator(a) / Estudo para manifestação do relator","435","373"
"PL 139/2016","ESTABELECE PARÂMETROS PARA GARANTIA DA SEGURANÇA ENERGÉTICA HOSPITALAR NO MUNICÍPIO DE SÃO PAULO.","Ver. GEORGE HATO (MDB)","Ver. GILBERTO NASCIMENTO (PL)","14/03/2025 10:05:00 - FIN  (Recebido de SGP22)","08/04/2026 06:32 - Relator(a) / Estudo para manifestação do relator","435","45"
"PL 84/2016","ACRESCENTA O ART. 2º-B À LEI Nº 10.154, DE 07 DE OUTUBRO DE 1986, QUE DISPÕE SOBRE O TRANSPORTE COLETIVO DE ESCOLARES NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO, A FIM DE AUTORIZAR A INSTALAÇÃO DE ANÚNCIOS PUBLICITÁRIOS NOS VEÍCULOS, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. ABOU ANNI (UNIÃO)Ver. GILBERTO NASCIMENTO (PL)","Ver. ALESSANDRO GUEDES (PT)","09/12/2025 10:59:00 - FIN  (Recebido de SAUDE)","09/04/2026 04:52 - Consultoria (CTEO.1) / Para análise","165","44"
"PL 698/2015","ALTERA A LEI Nº 11.123 DE 1991, QUE DISPÕE SOBRE AS ELEIÇÕES PARA O CONSELHO TUTELAR NO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. REIS (PT)Ver. JOÃO ANANIAS (PT)","Ver. KEIT LIMA (PSOL)","27/06/2025 11:48:00 - FIN  (Recebido de SAUDE)","22/04/2026 03:14 - Relator(a) / Estudo para manifestação do relator","330","31"
"PL 594/2015","INSTITUI O PROGRAMA MUNICIPAL ADOTE UMA ESCOLA.","Ver. JAIR TATTO (PT)","Ver. ANA CAROLINA OLIVEIRA (PODE)","14/03/2025 10:05:00 - FIN  (Recebido de SGP22)","08/04/2026 06:19 - Relator(a) / Estudo para manifestação do relator","435","45"
"PL 561/2015","ACRESCENTA O § 4º NO ART. 2º DA LEI Nº 16.211, DE 27 DE MAIO DE 2015, E O INC. IV NO ART. 4º DA LEI 15.150, DE 06 DE MAIO DE 2010, PARA PREVER A CONSTRUÇÃO DE MICRO TERMINAIS DE ÔNIBUS URBANO INTEGRANTES DO SISTEMA DE TRANSPORTE PÚBLICO MUNICIPAL ATRAVÉS DE PARCERIA PÚBLICO-PRIVADA NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. ADILSON AMADEU (UNIÃO)","Ver. SILVINHO LEITE (UNIÃO)","02/12/2025 12:58:00 - FIN  (Recebido de SGP22)","03/12/2025 06:46 - Consultoria (CTEO.1) / Para análise","172","171"
"PL 337/2015","DISPÕE SOBRE A ADOÇÃO DO CARTÃO LEVE LEITE SÃO PAULO PARA REDUZIR OS CUSTOS DO PROGRAMA LEVE LEITE, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. REIS (PT)Ver. JOÃO ANANIAS (PT)","Ver. KEIT LIMA (PSOL)","14/03/2025 10:05:00 - FIN  (Recebido de SGP22)","08/04/2026 06:32 - Relator(a) / Estudo para manifestação do relator","435","45"
"PL 17/2015","DISPÕE SOBRE A DECLARAÇÃO DE UTILIDADE PÚBLICA O IMÓVEL LOCALIZADO NA RUA SABBADO          D´ANGELO, Nº 657, DISTRITO DE ITAQUERA, CEP 08210-790, PARA CONSTRUÇÃO DE EQUIPAMENTO CULTURAL.","Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. ISAC FÉLIX (PL)","09/04/2026 11:29:00 - FIN  (Recebido de SGP12)","09/04/2026 11:35 - Secretaria (SGP12)","44","44"
"PL 669/2013","DISPÕE SOBRE A PROIBIÇÃO DO CONSUMO DE BEBIDAS ALCOÓLICAS NOS PARQUES PÚBLICOS DO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RICARDO NUNES (MDB)Ver. GEORGE HATO (MDB)Ver. PATRÍCIA BEZERRA (PSDB)Ver. FLORIANO PESARO (PSDB)Ver. JEAN MADEIRA (REPUBLICANOS)Ver. MARQUITO (PTB)Ver. SOUZA SANTOS (REPUBLICANOS)Ver. OTA (PSB)Ver. VAVÁ (PT)Ver. MARCELO MESSIAS (MDB)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","14/03/2025 09:57:00 - FIN  (Recebido de SGP22)","29/04/2026 04:24 - Consultoria (CTEO.1) / Elaborar Minuta de Relatório","435","24"
"PL 628/2013","DISPÕE SOBRE O TERMO DE DIREITO Â EXPOSIÇÃO E COMERCIALIZAÇÃO DE PRODUTOS ARTESANAIS - TDEC A SER EMITIDO COMO AUTORIZAÇÃO AOS ARTESÃOS PARA EXPOSIÇÃO E COMERCIALIZAÇÃO DE PRODUTOS ARTESANAIS DE SUA FABRICAÇÃO NAS FEIRAS DE ARTES, ANTIGUIDADES E ARTESANATO NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. ALFREDINHO (PT)Ver. GOULART (PSD)Ver. ARSELINO TATTO (PT)Ver. JAIR TATTO (PT)Ver. MILTON LEITE (UNIÃO)Ver. RICARDO NUNES (MDB)Ver. RODRIGO GOULART (PSD)Ver. MARCELO MESSIAS (MDB)","Ver. SILVINHO LEITE (UNIÃO)","16/05/2025 10:20:00 - FIN  (Recebido de SAUDE)","27/04/2026 05:44 - Secretaria (SGP.12) / Aguardando Resposta do Executivo","372","26"
"PL 6/2013","DISPÕE SOBRE A OBRIGATORIEDADE DA PREFEITURA DIVULGAR VIA INTERNET A IMAGEM DO ALVARÁ DE FUNCIONAMENTO DOS LOCAIS DE REUNIÃO; DETERMINA A DIVULGAÇÃO DO LINK COM O ALVARÁ DE FUNCIONAMENTO DIVULGADO PELA PREFEITURA NO SITE DO ESTABELECIMENTO, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. ANDREA MATARAZZO (PSD)Ver. CLAUDINHO DE SOUZA (PODE)Ver. CORONEL TELHADA (PSDB)Ver. FLORIANO PESARO (PSDB)Ver. GILSON BARRETO (MDB)Ver. MARIO COVAS NETO (PODE)Ver. PATRÍCIA BEZERRA (PSDB)Ver. FABIO RIVA (MDB)","Ver. SILVINHO LEITE (UNIÃO)","29/08/2025 16:30:00 - FIN  (Recebido de ADM)","21/05/2026 04:37 - Secretaria (SGP12) / Retirado de pauta","267","2"
"PL 134/2012","DISPÕE SOBRE A EXPOSIÇÃO, NOS LOCAIS QUE ESPECIFICA, DE BEBIDAS ALCOÓLICAS, NO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. ADILSON AMADEU (UNIÃO)","Ver. MARCELO MESSIAS (MDB)","02/12/2025 12:58:00 - FIN  (Recebido de SGP22)","12/03/2026 03:24 - Relator(a) / Estudo para manifestação do relator","172","72"
"PL 609/2011","DISPÕE SOBRE A CONCESSÃO DE INCENTIVO À IMPLANTAÇÃO DE ATIVIDADES DE SAÚDE NAS ÁREAS ENVOLTÓRIAS DE HOSPITAIS EXISTENTES, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. POLICE (PSD)Ver. MARCO AURELIO CUNHA (PSD)Ver. DRA. SANDRA TADEU (PL)Ver. GILBERTO NATALINI (S/PARTIDO)Ver. PAULO FRANGE (MDB)Ver. JAMIL MURAD (PC DO B)Ver. DR. MILTON FERREIRA (PODE)","Ver. ANA CAROLINA OLIVEIRA (PODE)","03/11/2025 10:32:00 - FIN  (Recebido de SAUDE)","14/05/2026 03:51 - Relator(a) / Estudo para manifestação do relator","201","9"
"PL 605/2011","MODIFICA A REDAÇÃO DO ARTIGO 177 E 212 DA LEI 13.430 DE 13 DE SETEMBRO DE 2002, MODIFICA A REDAÇÃO DO ART. 200 DA LEI 13.885, DE 25 DE AGOSTO DE 2004.","Ver. POLICE (PSD)Ver. CHICO MACENA (PT)Ver. TIÃO FARIAS (PSDB)Ver. TONINHO PAIVA (PL)Ver. PAULO FRANGE (MDB)Ver. ITALO CARDOSO (PT)Ver. JUSCELINO GADELHA (PSB)Ver. QUITO FORMIGA (PSDB)","Ver. KEIT LIMA (PSOL)","14/03/2025 09:46:00 - FIN  (Recebido de SGP22)","09/04/2026 04:52 - Relator(a) / Estudo para manifestação do relator","435","44"
"PL 760/2009","CRIA O PARQUE VERDE HENRY FORD, EM ÁREA QUE ESPECIFICA E AUTORIZA O EXECUTIVO A DECLARAR A UTILIDADE PÚBLICA E EFETIVAR A DESAPROPRIAÇÃO. (LOCALIZADA NO SETOR 032, DA QUADRA 111, LOTE 0005 E DELIMITADA PELAS RUAS CAPITÃO PACHECO E CHAVES, HENRY FORD E AV. DIANÓPOLIS).","Ver. ADILSON AMADEU (UNIÃO)","Ver. MAJOR PALUMBO (PP)","02/12/2025 12:58:00 - FIN  (Recebido de SGP22)","22/04/2026 03:24 - Relator(a) / Estudo para manifestação do relator","172","31"
"PL 92/2008","DENOMINA ""RUA MAXIMINO RODRIGUES DE SANTANA"", A PASSAGEM 32, SITUADA NA TRAVESSA DA RUA MAPIXI, NA VILA VERDE EM ITAQUERA, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. JOSÉ FERREIRA (ZELÃO) (PT)Ver. ALESSANDRO GUEDES (PT)","Ver. KEIT LIMA (PSOL)","05/09/2025 14:52:00 - FIN  (Recebido de SGP22)","08/04/2026 06:19 - Consultoria (CTEO.1) / Para análise","260","45"
"PL 678/2006","INSTITUI O PLANO MUNICIPAL DE DRENAGEM URBANA.","Ver. PAULO FRANGE (MDB)","Ver. MARCELO MESSIAS (MDB)","14/03/2025 09:46:00 - FIN  (Recebido de SGP22)","12/02/2026 11:09 - Consultoria / Para análise","435","100"
"PL 87/2004","OBJETIVA REPARAR PREJUÍZOS MORAIS E/OU PECUNIÁRIOS CAUSADOS A PRESOS POLÍTICOS PERSEGUIDOS E DETIDOS POR ORGÃOS DE REPRESSÃO NO PERÍODO DE 31/03/64 A 15/08/79.","Ver. ELISEU GABRIEL (PSB)Ver. JULIANA CARDOSO (PT)","Ver. ALESSANDRO GUEDES (PT)","14/03/2025 09:46:00 - FIN  (Recebido de SGP22)","29/04/2026 01:34 - Consultoria (CTEO.1) / Elaborar Minuta de Relatório","435","24"
"PL 207/2003","""PROÍBE A UTILIZAÇÃO  DE  APARELHOS CELULARES, RÁDIOS COMUNICADORES E AFINS NO INTERIOR DAS AGÊNCIAS E POS- TOS BANCÁRIOS INSTALADOS NO MUNICÍPIO DE SÃO PAULO.""","Ver. PAULO FRANGE (MDB)","Ver. FERNANDO HOLIDAY (PL)","09/04/2026 11:29:00 - FIN  (Recebido de SGP12)","09/04/2026 11:35 - Secretaria (SGP12)","44","44"
